CHEWY_PRODUCT_PART_NUMBER,reporting_week_month,region,fill_rate,on_hand_units,forecast_units
CW500057,2025-11,PSW,0.944,54,40
CW500057,2025-11,PNW,0.932,55,43
CW500057,2025-12,NE,0.934,81,64
CW500057,2025-12,MA,0.965,71,41
CW500057,2025-12,SE,0.99,41,62
CW500057,2025-12,MW,0.942,72,45
CW500057,2025-12,TX,0.956,73,50
CW500057,2025-12,MTN,0.931,25,39
CW500057,2025-12,PSW,0.957,22,41
CW500057,2025-12,PNW,0.963,23,40
CW500060,2024-01,NE,0.954,135,174
CW500060,2024-01,MA,0.959,184,135
CW500060,2024-01,SE,0.943,341,181
CW500060,2024-01,MW,0.933,145,171
CW500060,2024-01,TX,0.956,134,190
CW500060,2024-01,MTN,0.958,115,192
CW500060,2024-01,PSW,0.977,116,121
CW500060,2024-01,PNW,0.987,325,166
CW500060,2024-02,NE,0.989,108,173
CW500060,2024-02,MA,0.953,256,139
CW500060,2024-02,SE,0.937,289,189
CW500060,2024-02,MW,0.977,308,166
CW500060,2024-02,TX,0.945,110,189
CW500060,2024-02,MTN,0.934,307,185
CW500060,2024-02,PSW,0.932,221,123
CW500060,2024-02,PNW,0.96,312,183
CW500060,2024-03,NE,0.942,305,185
CW500060,2024-03,MA,0.975,132,133
CW500060,2024-03,SE,0.988,313,198
CW500060,2024-03,MW,0.967,219,176
CW500060,2024-03,TX,0.991,181,214
CW500060,2024-03,MTN,0.99,362,213
CW500060,2024-03,PSW,0.943,214,142
CW500060,2024-03,PNW,0.988,278,196
CW500060,2024-04,NE,0.948,219,204
CW500060,2024-04,MA,0.951,259,169
CW500060,2024-04,SE,0.977,405,217
CW500060,2024-04,MW,0.972,229,199
CW500060,2024-04,TX,0.964,399,216
CW500060,2024-04,MTN,0.994,263,213
CW500060,2024-04,PSW,0.982,83,141
CW500060,2024-04,PNW,0.949,169,205
CW500060,2024-05,NE,0.967,220,209
CW500060,2024-05,MA,0.984,231,166
CW500060,2024-05,SE,0.982,321,208
CW500060,2024-05,MW,0.975,392,203
CW500060,2024-05,TX,0.981,118,228
CW500060,2024-05,MTN,0.974,355,215
CW500060,2024-05,PSW,0.988,150,161
CW500060,2024-05,PNW,0.998,279,212
CW500060,2024-06,NE,0.96,181,245
CW500060,2024-06,MA,0.932,193,179
CW500060,2024-06,SE,0.986,132,231
CW500060,2024-06,MW,0.959,331,239
CW500060,2024-06,TX,0.978,306,233
CW500060,2024-06,MTN,0.969,261,257
CW500060,2024-06,PSW,0.979,84,149
CW500060,2024-06,PNW,0.982,126,206
CW500060,2024-07,NE,0.981,239,235
CW500060,2024-07,MA,0.946,213,172
CW500060,2024-07,SE,0.948,425,251
CW500060,2024-07,MW,0.977,253,216
CW500060,2024-07,TX,0.941,445,248
CW500060,2024-07,MTN,0.978,385,236
CW500060,2024-07,PSW,0.996,226,156
CW500060,2024-07,PNW,0.933,152,220
CW500060,2024-08,NE,0.997,261,223
CW500060,2024-08,MA,0.997,105,158
CW500060,2024-08,SE,0.946,165,228
CW500060,2024-08,MW,0.974,326,220
CW500060,2024-08,TX,0.969,358,209
CW500060,2024-08,MTN,0.986,402,218
CW500060,2024-08,PSW,0.965,102,158
CW500060,2024-08,PNW,0.945,327,226
CW500060,2024-09,NE,0.977,305,200
CW500060,2024-09,MA,0.991,286,145
CW500060,2024-09,SE,0.957,187,222
CW500060,2024-09,MW,0.974,113,194
CW500060,2024-09,TX,0.998,410,218
CW500060,2024-09,MTN,0.937,157,221
CW500060,2024-09,PSW,0.986,192,129
CW500060,2024-09,PNW,0.934,315,207
CW500060,2024-10,NE,0.992,262,192
CW500060,2024-10,MA,0.982,97,145
CW500060,2024-10,SE,0.951,126,211
CW500060,2024-10,MW,0.941,341,182
CW500060,2024-10,TX,0.953,253,193
CW500060,2024-10,MTN,0.957,126,195
CW500060,2024-10,PSW,0.944,148,126
CW500060,2024-10,PNW,0.987,243,185
CW500060,2024-11,NE,0.932,160,171
CW500060,2024-11,MA,0.941,147,142
CW500060,2024-11,SE,0.981,284,177
CW500060,2024-11,MW,0.963,181,167
CW500060,2024-11,TX,0.955,300,177
CW500060,2024-11,MTN,0.931,207,204
CW500060,2024-11,PSW,0.99,96,127
CW500060,2024-11,PNW,0.971,188,163
CW500060,2024-12,NE,0.945,197,168
CW500060,2024-12,MA,0.982,122,122
CW500060,2024-12,SE,0.944,109,173
CW500060,2024-12,MW,0.983,121,176
CW500060,2024-12,TX,0.996,116,180
CW500060,2024-12,MTN,0.984,92,167
CW500060,2024-12,PSW,0.958,199,119
CW500060,2024-12,PNW,0.938,130,160
CW500060,2025-01,NE,0.976,236,184
CW500060,2025-01,MA,0.99,223,131
CW500060,2025-01,SE,0.947,299,199
CW500060,2025-01,MW,0.961,194,173
CW500060,2025-01,TX,0.97,198,188
CW500060,2025-01,MTN,0.977,242,192
CW500060,2025-01,PSW,0.95,186,132
CW500060,2025-01,PNW,0.986,242,166
CW500060,2025-02,NE,0.949,223,183
CW500060,2025-02,MA,0.99,153,149
CW500060,2025-02,SE,0.957,355,191
CW500060,2025-02,MW,0.948,327,198
CW500060,2025-02,TX,0.965,379,213
CW500060,2025-02,MTN,0.952,244,219
CW500060,2025-02,PSW,0.945,82,136
CW500060,2025-02,PNW,0.966,301,191
CW500060,2025-03,NE,0.999,327,204
CW500060,2025-03,MA,0.996,252,147
CW500060,2025-03,SE,0.947,160,227
CW500060,2025-03,MW,0.99,380,203
CW500060,2025-03,TX,0.942,293,231
CW500060,2025-03,MTN,0.953,188,234
CW500060,2025-03,PSW,0.988,144,154
CW500060,2025-03,PNW,0.974,244,208
CW500060,2025-04,NE,0.938,298,223
CW500060,2025-04,MA,0.947,152,184
CW500060,2025-04,SE,0.939,309,229
CW500060,2025-04,MW,0.944,166,210
CW500060,2025-04,TX,0.952,374,225
CW500060,2025-04,MTN,0.945,359,232
CW500060,2025-04,PSW,0.985,251,154
CW500060,2025-04,PNW,0.969,297,233
CW500060,2025-05,NE,0.959,196,248
CW500060,2025-05,MA,0.971,256,175
CW500060,2025-05,SE,0.956,462,242
CW500060,2025-05,MW,0.948,274,220
CW500060,2025-05,TX,0.979,376,237
CW500060,2025-05,MTN,0.948,125,246
CW500060,2025-05,PSW,0.97,294,158
CW500060,2025-05,PNW,0.987,392,230
CW500060,2025-06,NE,0.96,408,229
CW500060,2025-06,MA,0.981,211,167
CW500060,2025-06,SE,0.994,189,256
CW500060,2025-06,MW,0.949,299,248
CW500060,2025-06,TX,0.963,513,274
CW500060,2025-06,MTN,0.963,129,245
CW500060,2025-06,PSW,0.933,193,168
CW500060,2025-06,PNW,0.96,442,241
CW500060,2025-07,NE,0.936,165,231
CW500060,2025-07,MA,0.963,316,190
CW500060,2025-07,SE,0.95,189,241
CW500060,2025-07,MW,0.958,366,242
CW500060,2025-07,TX,0.985,212,264
CW500060,2025-07,MTN,0.997,128,234
CW500060,2025-07,PSW,0.959,285,184
CW500060,2025-07,PNW,0.937,273,232
CW500060,2025-08,NE,0.938,180,248
CW500060,2025-08,MA,0.999,295,180
CW500060,2025-08,SE,0.932,302,253
CW500060,2025-08,MW,0.952,234,231
CW500060,2025-08,TX,0.977,303,230
CW500060,2025-08,MTN,0.997,183,222
CW500060,2025-08,PSW,0.973,191,173
CW500060,2025-08,PNW,0.944,402,241
CW500060,2025-09,NE,0.975,237,220
CW500060,2025-09,MA,0.971,146,160
CW500060,2025-09,SE,0.943,258,220
CW500060,2025-09,MW,0.96,104,200
CW500060,2025-09,TX,0.989,384,210
CW500060,2025-09,MTN,0.992,454,237
CW500060,2025-09,PSW,0.934,159,163
CW500060,2025-09,PNW,0.988,144,194
CW500060,2025-10,NE,0.955,234,191
CW500060,2025-10,MA,0.976,144,143
CW500060,2025-10,SE,0.971,319,212
CW500060,2025-10,MW,0.988,279,195
CW500060,2025-10,TX,0.965,156,201
CW500060,2025-10,MTN,0.935,253,230
CW500060,2025-10,PSW,0.941,195,150
CW500060,2025-10,PNW,0.949,293,205
CW500060,2025-11,NE,0.975,344,188
CW500060,2025-11,MA,0.957,211,134
CW500060,2025-11,SE,0.939,187,191
CW500060,2025-11,MW,0.953,330,201
CW500060,2025-11,TX,0.936,259,199
CW500060,2025-11,MTN,0.945,234,212
CW500060,2025-11,PSW,0.961,193,134
CW500060,2025-11,PNW,0.959,216,171
CW500060,2025-12,NE,0.991,112,183
CW500060,2025-12,MA,0.953,118,150
CW500060,2025-12,SE,0.952,207,180
CW500060,2025-12,MW,0.941,240,193
CW500060,2025-12,TX,0.987,229,185
CW500060,2025-12,MTN,0.974,124,200
CW500060,2025-12,PSW,0.942,207,135
CW500060,2025-12,PNW,0.963,131,174
CW500063,2024-01,NE,0.973,32,24
CW500063,2024-01,MA,0.983,27,20
CW500063,2024-01,SE,0.992,36,29
CW500063,2024-01,MW,0.949,48,30
CW500063,2024-01,TX,0.997,50,29
CW500063,2024-01,MTN,0.942,36,28
CW500063,2024-01,PSW,0.94,33,20
CW500063,2024-01,PNW,0.953,35,26
CW500063,2024-02,NE,0.957,42,28
CW500063,2024-02,MA,0.954,11,24
CW500063,2024-02,SE,0.979,38,33
CW500063,2024-02,MW,1.0,25,30
CW500063,2024-02,TX,0.996,39,30
CW500063,2024-02,MTN,0.995,48,29
CW500063,2024-02,PSW,0.997,26,21
CW500063,2024-02,PNW,0.994,46,30
CW500063,2024-03,NE,0.981,30,29
CW500063,2024-03,MA,0.935,17,24
CW500063,2024-03,SE,0.961,53,35
CW500063,2024-03,MW,0.945,28,31
CW500063,2024-03,TX,0.992,22,33
CW500063,2024-03,MTN,0.964,38,30
CW500063,2024-03,PSW,0.957,38,26
CW500063,2024-03,PNW,0.948,26,33
CW500063,2024-04,NE,0.948,63,33
CW500063,2024-04,MA,0.965,36,26
CW500063,2024-04,SE,0.998,64,35
CW500063,2024-04,MW,0.947,31,38
CW500063,2024-04,TX,0.991,47,34
CW500063,2024-04,MTN,0.978,41,32
CW500063,2024-04,PSW,0.978,22,24
CW500063,2024-04,PNW,0.989,66,35
CW500063,2024-05,NE,0.942,19,31
CW500063,2024-05,MA,0.946,58,31
CW500063,2024-05,SE,0.972,39,42
CW500063,2024-05,MW,0.974,29,36
CW500063,2024-05,TX,0.942,64,44
CW500063,2024-05,MTN,0.981,28,31
CW500063,2024-05,PSW,0.971,37,28
CW500063,2024-05,PNW,0.969,25,39
CW500063,2024-06,NE,0.949,48,35
CW500063,2024-06,MA,0.965,37,29
CW500063,2024-06,SE,0.961,34,40
CW500063,2024-06,MW,0.939,58,37
CW500063,2024-06,TX,0.981,68,42
CW500063,2024-06,MTN,0.961,27,35
CW500063,2024-06,PSW,0.991,34,27
CW500063,2024-06,PNW,0.994,26,34
CW500063,2024-07,NE,0.94,46,32
CW500063,2024-07,MA,0.985,15,29
CW500063,2024-07,SE,0.99,50,37
CW500063,2024-07,MW,0.982,66,37
CW500063,2024-07,TX,0.948,22,40
CW500063,2024-07,MTN,0.932,26,36
CW500063,2024-07,PSW,0.959,54,30
CW500063,2024-07,PNW,0.946,45,39
CW500063,2024-08,NE,0.972,17,33
CW500063,2024-08,MA,0.981,38,29
CW500063,2024-08,SE,0.936,28,39
CW500063,2024-08,MW,0.962,41,36
CW500063,2024-08,TX,0.982,63,36
CW500063,2024-08,MTN,0.972,52,32
CW500063,2024-08,PSW,0.973,41,25
CW500063,2024-08,PNW,0.951,38,36
CW500063,2024-09,NE,0.932,15,31
CW500063,2024-09,MA,0.933,37,26
CW500063,2024-09,SE,0.984,59,34
CW500063,2024-09,MW,0.952,38,34
CW500063,2024-09,TX,0.948,54,37
CW500063,2024-09,MTN,0.987,39,30
CW500063,2024-09,PSW,0.945,12,24
CW500063,2024-09,PNW,0.975,56,34
CW500063,2024-10,NE,0.982,51,28
CW500063,2024-10,MA,0.977,40,23
CW500063,2024-10,SE,0.94,58,35
CW500063,2024-10,MW,0.944,65,34
CW500063,2024-10,TX,0.994,51,31
CW500063,2024-10,MTN,0.945,41,32
CW500063,2024-10,PSW,0.943,26,23
CW500063,2024-10,PNW,0.965,36,29
CW500063,2024-11,NE,0.944,43,28
CW500063,2024-11,MA,0.989,27,23
CW500063,2024-11,SE,0.954,27,34
CW500063,2024-11,MW,0.986,18,27
CW500063,2024-11,TX,0.949,53,34
CW500063,2024-11,MTN,0.942,42,28
CW500063,2024-11,PSW,0.969,28,21
CW500063,2024-11,PNW,0.969,44,28
CW500063,2024-12,NE,0.972,40,24
CW500063,2024-12,MA,0.959,44,23
CW500063,2024-12,SE,0.974,48,28
CW500063,2024-12,MW,0.952,30,28
CW500063,2024-12,TX,0.942,27,31
CW500063,2024-12,MTN,0.998,40,29
CW500063,2024-12,PSW,0.954,23,22
CW500063,2024-12,PNW,0.995,22,29
CW500063,2025-01,NE,0.951,45,28
CW500063,2025-01,MA,0.995,15,22
CW500063,2025-01,SE,0.954,58,31
CW500063,2025-01,MW,0.959,15,29
CW500063,2025-01,TX,0.972,36,31
CW500063,2025-01,MTN,0.933,16,31
CW500063,2025-01,PSW,0.997,26,20
CW500063,2025-01,PNW,0.972,31,28
CW500063,2025-02,NE,0.977,49,30
CW500063,2025-02,MA,0.988,13,26
CW500063,2025-02,SE,0.954,43,33
CW500063,2025-02,MW,0.982,36,33
CW500063,2025-02,TX,0.981,55,32
CW500063,2025-02,MTN,0.968,17,32
CW500063,2025-02,PSW,0.936,40,23
CW500063,2025-02,PNW,0.987,33,32
CW500063,2025-03,NE,0.992,58,33
CW500063,2025-03,MA,0.978,27,25
CW500063,2025-03,SE,0.937,30,38
CW500063,2025-03,MW,0.937,28,38
CW500063,2025-03,TX,0.967,66,40
CW500063,2025-03,MTN,0.997,28,31
CW500063,2025-03,PSW,0.978,12,24
CW500063,2025-03,PNW,0.97,40,34
CW500063,2025-04,NE,0.934,42,37
CW500063,2025-04,MA,0.94,34,27
CW500063,2025-04,SE,0.98,60,37
CW500063,2025-04,MW,0.984,24,34
CW500063,2025-04,TX,0.943,63,44
CW500063,2025-04,MTN,0.974,64,35
CW500063,2025-04,PSW,0.947,35,28
CW500063,2025-04,PNW,0.971,54,36
CW500063,2025-05,NE,0.943,63,36
CW500063,2025-05,MA,0.971,34,29
CW500063,2025-05,SE,0.945,53,43
CW500063,2025-05,MW,0.984,22,37
CW500063,2025-05,TX,0.948,62,42
CW500063,2025-05,MTN,0.99,33,33
CW500063,2025-05,PSW,0.939,25,27
CW500063,2025-05,PNW,0.962,41,40
CW500063,2025-06,NE,0.992,66,37
CW500063,2025-06,MA,0.955,41,34
CW500063,2025-06,SE,0.985,41,41
CW500063,2025-06,MW,0.954,22,40
CW500063,2025-06,TX,0.989,87,44
CW500063,2025-06,MTN,0.934,31,39
CW500063,2025-06,PSW,0.978,19,31
CW500063,2025-06,PNW,0.968,73,40
CW500063,2025-07,NE,0.998,57,35
CW500063,2025-07,MA,0.994,54,29
CW500063,2025-07,SE,0.966,47,42
CW500063,2025-07,MW,0.946,41,42
CW500063,2025-07,TX,0.942,28,44
CW500063,2025-07,MTN,0.989,59,38
CW500063,2025-07,PSW,0.943,47,31
CW500063,2025-07,PNW,0.933,62,40
CW500063,2025-08,NE,0.988,34,32
CW500063,2025-08,MA,0.952,50,30
CW500063,2025-08,SE,0.99,25,39
CW500063,2025-08,MW,0.999,66,40
CW500063,2025-08,TX,0.966,59,39
CW500063,2025-08,MTN,0.97,59,38
CW500063,2025-08,PSW,0.946,38,30
CW500063,2025-08,PNW,0.935,22,37
CW500063,2025-09,NE,0.953,63,34
CW500063,2025-09,MA,0.968,48,28
CW500063,2025-09,SE,0.941,67,38
CW500063,2025-09,MW,0.98,39,35
CW500063,2025-09,TX,0.952,61,37
CW500063,2025-09,MTN,0.951,27,32
CW500063,2025-09,PSW,0.976,14,24
CW500063,2025-09,PNW,0.942,37,35
CW500063,2025-10,NE,0.938,21,33
CW500063,2025-10,MA,0.947,52,28
CW500063,2025-10,SE,0.964,44,38
CW500063,2025-10,MW,0.946,21,37
CW500063,2025-10,TX,0.932,35,37
CW500063,2025-10,MTN,0.99,27,31
CW500063,2025-10,PSW,0.936,16,23
CW500063,2025-10,PNW,0.969,45,30
CW500063,2025-11,NE,0.972,54,28
CW500063,2025-11,MA,0.952,29,23
CW500063,2025-11,SE,0.931,29,34
CW500063,2025-11,MW,0.993,49,31
CW500063,2025-11,TX,0.973,27,32
CW500063,2025-11,MTN,0.98,25,27
CW500063,2025-11,PSW,0.946,40,23
CW500063,2025-11,PNW,0.98,52,29
CW500063,2025-12,NE,0.939,38,28
CW500063,2025-12,MA,0.98,30,24
CW500063,2025-12,SE,0.973,19,32
CW500063,2025-12,MW,0.976,57,30
CW500063,2025-12,TX,0.946,60,35
CW500063,2025-12,MTN,0.994,22,28
CW500063,2025-12,PSW,0.94,15,23
CW500063,2025-12,PNW,0.984,53,30
CW500066,2024-01,NE,0.937,80,55
CW500066,2024-01,MA,0.965,36,64
CW500066,2024-01,SE,0.941,33,64
CW500066,2024-01,MW,0.936,124,67
CW500066,2024-01,TX,0.936,44,72
CW500066,2024-01,MTN,0.994,32,53
CW500066,2024-01,PSW,0.963,91,61
CW500066,2024-01,PNW,0.931,122,68
CW500066,2024-02,NE,0.966,87,55
CW500066,2024-02,MA,0.998,102,66
CW500066,2024-02,SE,0.966,66,71
CW500066,2024-02,MW,0.956,84,71
CW500066,2024-02,TX,0.93,95,81
CW500066,2024-02,MTN,0.955,72,63
CW500066,2024-02,PSW,0.969,87,66
CW500066,2024-02,PNW,0.983,60,76
CW500066,2024-03,NE,0.931,108,62
CW500066,2024-03,MA,0.997,94,75
CW500066,2024-03,SE,0.945,130,78
CW500066,2024-03,MW,0.988,83,74
CW500066,2024-03,TX,0.968,90,79
CW500066,2024-03,MTN,0.96,97,64
CW500066,2024-03,PSW,0.965,114,69
CW500066,2024-03,PNW,0.956,78,82
CW500066,2024-04,NE,0.935,103,66
CW500066,2024-04,MA,0.944,146,89
CW500066,2024-04,SE,0.942,137,79
CW500066,2024-04,MW,0.939,108,93
CW500066,2024-04,TX,0.967,117,90
CW500066,2024-04,MTN,0.958,36,70
CW500066,2024-04,PSW,0.981,113,80
CW500066,2024-04,PNW,0.985,81,85
CW500066,2024-05,NE,0.991,105,61
CW500066,2024-05,MA,0.993,141,82
CW500066,2024-05,SE,0.971,168,90
CW500066,2024-05,MW,0.988,143,84
CW500066,2024-05,TX,0.952,144,102
CW500066,2024-05,MTN,0.948,120,79
CW500066,2024-05,PSW,0.996,76,74
CW500066,2024-05,PNW,0.976,118,91
CW500066,2024-06,NE,0.967,77,68
CW500066,2024-06,MA,0.967,123,87
CW500066,2024-06,SE,0.966,77,90
CW500066,2024-06,MW,0.968,81,95
CW500066,2024-06,TX,0.974,184,102
CW500066,2024-06,MTN,0.932,42,77
CW500066,2024-06,PSW,0.979,93,78
CW500066,2024-06,PNW,0.975,99,90
CW500066,2024-07,NE,0.999,58,64
CW500066,2024-07,MA,0.971,114,89
CW500066,2024-07,SE,0.978,133,90
CW500066,2024-07,MW,0.988,77,92
CW500066,2024-07,TX,0.972,111,91
CW500066,2024-07,MTN,0.983,97,78
CW500066,2024-07,PSW,0.943,113,90
CW500066,2024-07,PNW,0.976,50,87
CW500066,2024-08,NE,0.936,66,70
CW500066,2024-08,MA,0.944,101,88
CW500066,2024-08,SE,0.967,48,85
CW500066,2024-08,MW,0.98,140,84
CW500066,2024-08,TX,0.939,102,99
CW500066,2024-08,MTN,0.999,98,71
CW500066,2024-08,PSW,0.931,127,76
CW500066,2024-08,PNW,0.953,60,83
CW500066,2024-09,NE,0.975,37,60
CW500066,2024-09,MA,0.932,120,76
CW500066,2024-09,SE,0.936,52,80
CW500066,2024-09,MW,0.955,88,77
CW500066,2024-09,TX,0.999,115,90
CW500066,2024-09,MTN,0.979,118,66
CW500066,2024-09,PSW,0.995,60,76
CW500066,2024-09,PNW,0.975,107,77
CW500066,2024-10,NE,0.966,39,53
CW500066,2024-10,MA,0.943,65,77
CW500066,2024-10,SE,0.997,108,73
CW500066,2024-10,MW,0.941,87,79
CW500066,2024-10,TX,0.994,66,80
CW500066,2024-10,MTN,0.944,112,60
CW500066,2024-10,PSW,0.974,117,67
CW500066,2024-10,PNW,0.933,103,83
CW500066,2024-11,NE,0.937,36,59
CW500066,2024-11,MA,0.945,113,67
CW500066,2024-11,SE,0.94,84,73
CW500066,2024-11,MW,0.973,93,73
CW500066,2024-11,TX,0.945,136,84
CW500066,2024-11,MTN,0.973,114,61
CW500066,2024-11,PSW,0.94,122,70
CW500066,2024-11,PNW,0.933,75,68
CW500066,2024-12,NE,0.992,74,56
CW500066,2024-12,MA,0.978,59,67
CW500066,2024-12,SE,0.951,83,73
CW500066,2024-12,MW,0.988,97,66
CW500066,2024-12,TX,0.999,53,76
CW500066,2024-12,MTN,0.938,67,57
CW500066,2024-12,PSW,0.938,120,71
CW500066,2024-12,PNW,0.942,108,70
CW500066,2025-01,NE,0.986,92,52
CW500066,2025-01,MA,0.976,101,68
CW500066,2025-01,SE,0.951,96,69
CW500066,2025-01,MW,0.955,123,77
CW500066,2025-01,TX,0.976,161,82
CW500066,2025-01,MTN,0.984,100,60
CW500066,2025-01,PSW,0.952,107,67
CW500066,2025-01,PNW,0.966,36,74
CW500066,2025-02,NE,0.967,108,57
CW500066,2025-02,MA,0.994,123,68
CW500066,2025-02,SE,0.968,56,76
CW500066,2025-02,MW,0.937,98,83
CW500066,2025-02,TX,0.959,109,87
CW500066,2025-02,MTN,0.951,114,64
CW500066,2025-02,PSW,0.969,135,71
CW500066,2025-02,PNW,0.992,53,76
CW500066,2025-03,NE,0.944,46,66
CW500066,2025-03,MA,0.98,98,84
CW500066,2025-03,SE,0.971,90,85
CW500066,2025-03,MW,0.999,93,83
CW500066,2025-03,TX,0.991,73,93
CW500066,2025-03,MTN,0.949,52,71
CW500066,2025-03,PSW,0.984,45,77
CW500066,2025-03,PNW,0.939,111,84
CW500066,2025-04,NE,0.932,53,77
CW500066,2025-04,MA,0.964,149,90
CW500066,2025-04,SE,0.991,61,89
CW500066,2025-04,MW,0.97,58,96
CW500066,2025-04,TX,0.974,108,94
CW500066,2025-04,MTN,0.947,44,73
CW500066,2025-04,PSW,0.956,61,85
CW500066,2025-04,PNW,0.936,78,89
CW500066,2025-05,NE,0.938,79,74
CW500066,2025-05,MA,0.968,88,97
CW500066,2025-05,SE,0.982,183,96
CW500066,2025-05,MW,0.956,75,103
CW500066,2025-05,TX,0.937,148,105
CW500066,2025-05,MTN,0.938,72,76
CW500066,2025-05,PSW,0.94,48,93
CW500066,2025-05,PNW,0.968,138,91
CW500066,2025-06,NE,0.96,52,71
CW500066,2025-06,MA,0.968,76,89
CW500066,2025-06,SE,0.944,54,95
CW500066,2025-06,MW,0.941,136,103
CW500066,2025-06,TX,0.949,139,105
CW500066,2025-06,MTN,0.977,61,78
CW500066,2025-06,PSW,0.99,57,91
CW500066,2025-06,PNW,0.997,182,97
CW500066,2025-07,NE,0.987,92,66
CW500066,2025-07,MA,0.984,81,95
CW500066,2025-07,SE,0.994,69,92
CW500066,2025-07,MW,0.959,164,105
CW500066,2025-07,TX,0.965,155,110
CW500066,2025-07,MTN,0.956,50,83
CW500066,2025-07,PSW,0.944,121,84
CW500066,2025-07,PNW,0.989,72,90
CW500066,2025-08,NE,0.954,129,70
CW500066,2025-08,MA,0.98,156,87
CW500066,2025-08,SE,0.934,90,86
CW500066,2025-08,MW,0.971,79,90
CW500066,2025-08,TX,0.942,180,107
CW500066,2025-08,MTN,0.995,91,74
CW500066,2025-08,PSW,0.962,94,84
CW500066,2025-08,PNW,0.997,58,88
CW500066,2025-09,NE,0.968,88,63
CW500066,2025-09,MA,0.991,99,81
CW500066,2025-09,SE,0.97,100,80
CW500066,2025-09,MW,0.958,88,94
CW500066,2025-09,TX,0.957,66,92
CW500066,2025-09,MTN,0.941,127,71
CW500066,2025-09,PSW,0.953,111,78
CW500066,2025-09,PNW,0.946,95,91
CW500066,2025-10,NE,0.971,96,58
CW500066,2025-10,MA,0.989,65,76
CW500066,2025-10,SE,0.947,82,80
CW500066,2025-10,MW,0.982,99,84
CW500066,2025-10,TX,0.993,161,84
CW500066,2025-10,MTN,0.986,49,63
CW500066,2025-10,PSW,0.968,47,75
CW500066,2025-10,PNW,0.938,89,81
CW500066,2025-11,NE,0.974,32,56
CW500066,2025-11,MA,0.995,67,70
CW500066,2025-11,SE,0.938,78,70
CW500066,2025-11,MW,0.988,103,72
CW500066,2025-11,TX,0.992,111,76
CW500066,2025-11,MTN,0.985,72,65
CW500066,2025-11,PSW,0.982,115,72
CW500066,2025-11,PNW,0.958,61,72
CW500066,2025-12,NE,0.999,78,51
CW500066,2025-12,MA,0.975,60,75
CW500066,2025-12,SE,0.951,126,69
CW500066,2025-12,MW,0.994,88,73
CW500066,2025-12,TX,0.971,82,83
CW500066,2025-12,MTN,0.99,38,56
CW500066,2025-12,PSW,0.981,101,72
CW500066,2025-12,PNW,0.978,115,74
CW500069,2024-01,NE,0.935,137,96
CW500069,2024-01,MA,0.987,87,111
CW500069,2024-01,SE,0.977,169,103
CW500069,2024-01,MW,0.951,169,120
CW500069,2024-01,TX,0.968,63,76
CW500069,2024-01,MTN,0.973,179,93
CW500069,2024-01,PSW,0.944,171,108
CW500069,2024-01,PNW,0.962,74,90
CW500069,2024-02,NE,0.999,190,98
CW500069,2024-02,MA,0.976,111,126
CW500069,2024-02,SE,0.969,96,99
CW500069,2024-02,MW,0.969,215,131
CW500069,2024-02,TX,0.97,116,87
CW500069,2024-02,MTN,0.932,56,104
CW500069,2024-02,PSW,0.978,72,117
CW500069,2024-02,PNW,0.962,113,96
CW500069,2024-03,NE,0.932,208,119
CW500069,2024-03,MA,0.957,235,125
CW500069,2024-03,SE,0.961,210,111
CW500069,2024-03,MW,0.967,190,145
CW500069,2024-03,TX,0.955,168,93
CW500069,2024-03,MTN,0.971,115,107
CW500069,2024-03,PSW,0.961,113,131
CW500069,2024-03,PNW,0.939,85,114
CW500069,2024-04,NE,0.971,199,112
CW500069,2024-04,MA,0.996,172,148
CW500069,2024-04,SE,0.99,84,124
CW500069,2024-04,MW,0.973,77,152
CW500069,2024-04,TX,0.99,51,89
CW500069,2024-04,MTN,0.946,144,114
CW500069,2024-04,PSW,0.973,76,126
CW500069,2024-04,PNW,0.958,84,123
CW500069,2024-05,NE,0.981,136,133
CW500069,2024-05,MA,0.975,146,140
CW500069,2024-05,SE,0.95,182,139
CW500069,2024-05,MW,0.968,289,156
CW500069,2024-05,TX,0.956,165,105
CW500069,2024-05,MTN,0.945,203,121
CW500069,2024-05,PSW,0.994,184,138
CW500069,2024-05,PNW,0.944,205,126
CW500069,2024-06,NE,0.965,169,125
CW500069,2024-06,MA,0.948,143,160
CW500069,2024-06,SE,0.989,183,123
CW500069,2024-06,MW,0.932,287,154
CW500069,2024-06,TX,0.978,121,101
CW500069,2024-06,MTN,0.988,206,112
CW500069,2024-06,PSW,0.949,113,151
CW500069,2024-06,PNW,0.938,230,124
CW500069,2024-07,NE,0.943,79,134
CW500069,2024-07,MA,0.943,278,155
CW500069,2024-07,SE,0.964,80,125
CW500069,2024-07,MW,0.936,254,163
CW500069,2024-07,TX,0.987,75,97
CW500069,2024-07,MTN,0.969,187,108
CW500069,2024-07,PSW,0.979,262,147
CW500069,2024-07,PNW,0.974,211,122
CW500069,2024-08,NE,0.975,74,121
CW500069,2024-08,MA,0.962,140,151
CW500069,2024-08,SE,0.944,155,135
CW500069,2024-08,MW,0.944,122,167
CW500069,2024-08,TX,0.941,145,107
CW500069,2024-08,MTN,0.995,198,106
CW500069,2024-08,PSW,0.963,120,151
CW500069,2024-08,PNW,0.989,183,123
CW500069,2024-09,NE,0.985,111,111
CW500069,2024-09,MA,0.945,149,131
